,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2022-02-12_30,30,JJ Sansaverino,Miami,0,30,1,2022-02-12
2022-02-19_1,1,Le Sonic Featuring Robert Lee,Any Moment,3,1,17,2022-02-19
2022-02-19_2,2,Jacob Webb Featuring Jazmin Ghent,Nothing Better,1,1,14,2022-02-19
2022-02-19_3,3,Judah Sealy,Stylish,5,3,15,2022-02-19
2022-02-19_4,4,Nicholas Cole Featuring Julian Vaughn,Feelings,7,4,5,2022-02-19
2022-02-19_5,5,Dave Koz,The Closer We Get,2,1,13,2022-02-19
2022-02-19_6,6,Jeff Ryan Featuring Adam Hawley,New Day,4,4,14,2022-02-19
2022-02-19_7,7,Chris Standring,Change The World,8,7,5,2022-02-19
2022-02-19_8,8,Greg Manning Featuring Jimmy Reid,Be Strong,20,8,4,2022-02-19
2022-02-19_9,9,Les Sabler,Esselle's Dance,6,6,16,2022-02-19
2022-02-19_10,10,"Phillip ""Doc"" Martin",The Doc Is In (The House),10,10,12,2022-02-19
2022-02-19_11,11,"Kenny G Featuring ""The Sound"" Of Stan Getz",Legacy,13,11,10,2022-02-19
2022-02-19_12,12,Gerald Albright,Crazy,9,1,17,2022-02-19
2022-02-19_13,13,Oli Silk,Out To Lunch,21,13,3,2022-02-19
2022-02-19_14,14,Cal Harris Jr.,Bridges,14,14,5,2022-02-19
2022-02-19_15,15,Randy Scott Featuring Cindy Bradley,Daydreams,11,1,14,2022-02-19
2022-02-19_16,16,Jazmin Ghent,Get Ready,12,6,20,2022-02-19
2022-02-19_17,17,Paula Atherton,Keep It Comin',18,17,3,2022-02-19
2022-02-19_18,18,Carol Albert,Fire & Water,16,16,3,2022-02-19
2022-02-19_19,19,Nelson Garcia,Rejoice,26,19,3,2022-02-19
2022-02-19_20,20,JJ Sansaverino,Miami,30,20,2,2022-02-19
2022-02-19_21,21,Norman Brown,Heart To Heart,17,15,12,2022-02-19
2022-02-19_22,22,Will Donato,The Goddess,24,18,5,2022-02-19
2022-02-19_23,23,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,23,23,5,2022-02-19
2022-02-19_24,24,Pieces Of A Dream,Fired Up,19,19,11,2022-02-19
2022-02-19_25,25,Walter Beasley,The Beasley Strut,22,16,13,2022-02-19
2022-02-19_26,26,Roberto Restuccia,Love Crazy,25,25,8,2022-02-19
2022-02-19_27,27,Gino Rosaria Featuring Judah Sealy,Ride Along,0,27,1,2022-02-19
2022-02-19_28,28,Jonathan Fritzen,Hammers Of Love,28,28,2,2022-02-19
2022-02-19_29,29,Deepak Thettu,Follow Your Heart,29,25,4,2022-02-19
2022-02-19_30,30,Gregory Goodloe,In Paradise,0,30,1,2022-02-19
2022-02-26_1,1,Jacob Webb Featuring Jazmin Ghent,Nothing Better,2,1,15,2022-02-26
2022-02-26_2,2,Nicholas Cole Featuring Julian Vaughn,Feelings,4,2,6,2022-02-26
2022-02-26_3,3,Judah Sealy,Stylish,3,3,16,2022-02-26
2022-02-26_4,4,Chris Standring,Change The World,7,4,6,2022-02-26
2022-02-26_5,5,Les Sabler,Esselle's Dance,9,5,17,2022-02-26
2022-02-26_6,6,Jeff Ryan Featuring Adam Hawley,New Day,6,4,15,2022-02-26
2022-02-26_7,7,Greg Manning Featuring Jimmy Reid,Be Strong,8,7,5,2022-02-26
2022-02-26_8,8,"Kenny G Featuring ""The Sound"" Of Stan Getz",Legacy,11,8,11,2022-02-26
2022-02-26_9,9,Oli Silk,Out To Lunch,13,9,4,2022-02-26
2022-02-26_10,10,Le Sonic Featuring Robert Lee,Any Moment,1,1,18,2022-02-26
2022-02-26_11,11,"Phillip ""Doc"" Martin",The Doc Is In (The House),10,10,13,2022-02-26
2022-02-26_12,12,Dave Koz,The Closer We Get,5,1,14,2022-02-26
2022-02-26_13,13,Paula Atherton,Keep It Comin',17,13,4,2022-02-26
2022-02-26_14,14,Cal Harris Jr.,Bridges,14,14,6,2022-02-26
2022-02-26_15,15,Carol Albert,Fire & Water,18,15,4,2022-02-26
2022-02-26_16,16,Will Donato,The Goddess,22,16,6,2022-02-26
2022-02-26_17,17,Nelson Garcia,Rejoice,19,17,4,2022-02-26
2022-02-26_18,18,JJ Sansaverino,Miami,20,18,3,2022-02-26
2022-02-26_19,19,Randy Scott Featuring Cindy Bradley,Daydreams,15,1,15,2022-02-26
2022-02-26_20,20,Roberto Restuccia,Love Crazy,26,20,9,2022-02-26
2022-02-26_21,21,Gerald Albright,Crazy,12,1,18,2022-02-26
2022-02-26_22,22,Paul Hardcastle Featuring Rock Hendricks,Wavelength,0,22,1,2022-02-26
2022-02-26_23,23,Jonathan Fritzen,Hammers Of Love,28,23,3,2022-02-26
2022-02-26_24,24,Deepak Thettu,Follow Your Heart,29,24,5,2022-02-26
2022-02-26_25,25,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,23,23,6,2022-02-26
2022-02-26_26,26,Gino Rosaria Featuring Judah Sealy,Ride Along,27,26,2,2022-02-26
2022-02-26_27,27,Paul Brown Featuring Darren Rahn,Just Chillin',0,27,1,2022-02-26
2022-02-26_28,28,Kim Waters,Nina In Tortola,0,28,1,2022-02-26
2022-02-26_29,29,Norman Brown,Heart To Heart,21,15,13,2022-02-26
2022-02-26_30,30,Ryan La Valette,Let It Flow,0,30,1,2022-02-26
2022-03-05_1,1,Nicholas Cole Featuring Julian Vaughn,Feelings,2,1,7,2022-03-05
2022-03-05_2,2,Chris Standring,Change The World,4,2,7,2022-03-05
2022-03-05_3,3,Judah Sealy,Stylish,3,3,17,2022-03-05
2022-03-05_4,4,Greg Manning Featuring Jimmy Reid,Be Strong,7,4,6,2022-03-05
2022-03-05_5,5,Jacob Webb Featuring Jazmin Ghent,Nothing Better,1,1,16,2022-03-05
2022-03-05_6,6,Oli Silk,Out To Lunch,9,6,5,2022-03-05
2022-03-05_7,7,Jeff Ryan Featuring Adam Hawley,New Day,6,4,16,2022-03-05
2022-03-05_8,8,"Kenny G Featuring ""The Sound"" Of Stan Getz",Legacy,8,8,12,2022-03-05
2022-03-05_9,9,"Phillip ""Doc"" Martin",The Doc Is In (The House),11,9,14,2022-03-05
2022-03-05_10,10,Carol Albert,Fire & Water,15,10,5,2022-03-05
2022-03-05_11,11,Cal Harris Jr.,Bridges,14,11,7,2022-03-05
2022-03-05_12,12,Paula Atherton,Keep It Comin',13,12,5,2022-03-05
2022-03-05_13,13,Gino Rosaria Featuring Judah Sealy,Ride Along,26,13,3,2022-03-05
2022-03-05_14,14,JJ Sansaverino,Miami,18,14,4,2022-03-05
2022-03-05_15,15,Les Sabler,Esselle's Dance,5,5,18,2022-03-05
2022-03-05_16,16,Will Donato,The Goddess,16,16,7,2022-03-05
2022-03-05_17,17,Jonathan Fritzen,Hammers Of Love,23,17,4,2022-03-05
2022-03-05_18,18,Paul Hardcastle Featuring Rock Hendricks,Wavelength,22,18,2,2022-03-05
2022-03-05_19,19,Nelson Garcia,Rejoice,17,17,5,2022-03-05
2022-03-05_20,20,Paul Brown Featuring Darren Rahn,Just Chillin',27,20,2,2022-03-05
2022-03-05_21,21,Roberto Restuccia,Love Crazy,20,20,10,2022-03-05
2022-03-05_22,22,Le Sonic Featuring Robert Lee,Any Moment,10,1,19,2022-03-05
2022-03-05_23,23,Randy Scott Featuring Cindy Bradley,Daydreams,19,1,16,2022-03-05
2022-03-05_24,24,Gregory Goodloe,In Paradise,0,24,2,2022-03-05
2022-03-05_25,25,Kim Waters,Nina In Tortola,28,25,2,2022-03-05
2022-03-05_26,26,Deepak Thettu,Follow Your Heart,24,24,6,2022-03-05
2022-03-05_27,27,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,25,23,7,2022-03-05
2022-03-05_28,28,Lisa Addeo Featuring Ryan Montano,Deep Blue C,0,28,1,2022-03-05
2022-03-05_29,29,Lawson Rollins,Free To Fly,0,29,1,2022-03-05
2022-03-05_30,30,Keith Slattery,Love Is All You Need,0,30,1,2022-03-05
2022-03-12_1,1,Judah Sealy,Stylish,3,1,18,2022-03-12
2022-03-12_2,2,Chris Standring,Change The World,2,2,8,2022-03-12
2022-03-12_3,3,Oli Silk,Out To Lunch,6,3,6,2022-03-12
2022-03-12_4,4,Nicholas Cole Featuring Julian Vaughn,Feelings,1,1,8,2022-03-12
2022-03-12_5,5,Paul Hardcastle Featuring Rock Hendricks,Wavelength,18,5,3,2022-03-12
2022-03-12_6,6,Jeff Ryan Featuring Adam Hawley,New Day,7,4,17,2022-03-12
2022-03-12_7,7,Greg Manning Featuring Jimmy Reid,Be Strong,4,4,7,2022-03-12
2022-03-12_8,8,Paula Atherton,Keep It Comin',12,8,6,2022-03-12
2022-03-12_9,9,Carol Albert,Fire & Water,10,9,6,2022-03-12
2022-03-12_10,10,Cal Harris Jr.,Bridges,11,10,8,2022-03-12
2022-03-12_11,11,"Kenny G Featuring ""The Sound"" Of Stan Getz",Legacy,8,8,13,2022-03-12
2022-03-12_12,12,Jonathan Fritzen,Hammers Of Love,17,12,5,2022-03-12
2022-03-12_13,13,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,27,13,8,2022-03-12
2022-03-12_14,14,JJ Sansaverino,Miami,14,14,5,2022-03-12
2022-03-12_15,15,"Phillip ""Doc"" Martin",The Doc Is In (The House),9,9,15,2022-03-12
2022-03-12_16,16,Jacob Webb Featuring Jazmin Ghent,Nothing Better,5,1,17,2022-03-12
2022-03-12_17,17,Nelson Garcia,Rejoice,19,17,6,2022-03-12
2022-03-12_18,18,Lawson Rollins,Free To Fly,29,18,2,2022-03-12
2022-03-12_19,19,Will Donato,The Goddess,16,16,8,2022-03-12
2022-03-12_20,20,Gino Rosaria Featuring Judah Sealy,Ride Along,13,13,4,2022-03-12
2022-03-12_21,21,Deepak Thettu,Follow Your Heart,26,21,7,2022-03-12
2022-03-12_22,22,Paul Brown Featuring Darren Rahn,Just Chillin',20,20,3,2022-03-12
2022-03-12_23,23,Les Sabler,Esselle's Dance,15,5,19,2022-03-12
2022-03-12_24,24,Roberto Restuccia,Love Crazy,21,20,11,2022-03-12
2022-03-12_25,25,Ryan La Valette,Let It Flow,0,25,2,2022-03-12
2022-03-12_26,26,Adam Hawley,Gotta Get Up,0,26,1,2022-03-12
2022-03-12_27,27,Gregory Goodloe,In Paradise,24,24,3,2022-03-12
2022-03-12_28,28,Rick Braun,Feet First,0,28,1,2022-03-12
2022-03-12_29,29,Kim Waters,Nina In Tortola,25,25,3,2022-03-12
2022-03-12_30,30,David Benoit,A Midnight Rendezvous,0,30,1,2022-03-12
2022-03-19_1,1,Chris Standring,Change The World,2,1,9,2022-03-19
2022-03-19_2,2,Nicholas Cole Featuring Julian Vaughn,Feelings,4,1,9,2022-03-19
2022-03-19_3,3,Judah Sealy,Stylish,1,1,19,2022-03-19
2022-03-19_4,4,Oli Silk,Out To Lunch,3,3,7,2022-03-19
2022-03-19_5,5,Paul Hardcastle Featuring Rock Hendricks,Wavelength,5,5,4,2022-03-19
2022-03-19_6,6,Greg Manning Featuring Jimmy Reid,Be Strong,7,4,8,2022-03-19
2022-03-19_7,7,Paula Atherton,Keep It Comin',8,7,7,2022-03-19
2022-03-19_8,8,Cal Harris Jr.,Bridges,10,8,9,2022-03-19
2022-03-19_9,9,Carol Albert,Fire & Water,9,9,7,2022-03-19
2022-03-19_10,10,Jonathan Fritzen,Hammers Of Love,12,10,6,2022-03-19
2022-03-19_11,11,Jeff Ryan Featuring Adam Hawley,New Day,6,4,18,2022-03-19
2022-03-19_12,12,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,13,12,9,2022-03-19
2022-03-19_13,13,Nelson Garcia,Rejoice,17,13,7,2022-03-19
2022-03-19_14,14,Lawson Rollins,Free To Fly,18,14,3,2022-03-19
2022-03-19_15,15,Gino Rosaria Featuring Judah Sealy,Ride Along,20,13,5,2022-03-19
2022-03-19_16,16,"Phillip ""Doc"" Martin",The Doc Is In (The House),15,9,16,2022-03-19
2022-03-19_17,17,JJ Sansaverino,Miami,14,14,6,2022-03-19
2022-03-19_18,18,"Kenny G Featuring ""The Sound"" Of Stan Getz",Legacy,11,8,14,2022-03-19
2022-03-19_19,19,Will Donato,The Goddess,19,16,9,2022-03-19
2022-03-19_20,20,David Benoit,A Midnight Rendezvous,30,20,2,2022-03-19
2022-03-19_21,21,Paul Brown Featuring Darren Rahn,Just Chillin',22,20,4,2022-03-19
2022-03-19_22,22,Adam Hawley,Gotta Get Up,26,22,2,2022-03-19
2022-03-19_23,23,Gregory Goodloe,In Paradise,27,23,4,2022-03-19
2022-03-19_24,24,Kim Scott Featuring Blake Aaron,SHINE!,0,24,1,2022-03-19
2022-03-19_25,25,Lisa Addeo Featuring Ryan Montano,Deep Blue C,0,25,2,2022-03-19
2022-03-19_26,26,Vincent Ingala,Shadow Dancer,0,26,1,2022-03-19
2022-03-19_27,27,Roberto Restuccia,Love Crazy,24,20,12,2022-03-19
2022-03-19_28,28,Deepak Thettu,Follow Your Heart,21,21,8,2022-03-19
2022-03-19_29,29,Rick Braun,Feet First,28,28,2,2022-03-19
2022-03-19_30,30,Ryan La Valette,Let It Flow,25,25,3,2022-03-19
2022-03-26_1,1,Oli Silk,Out To Lunch,4,1,8,2022-03-26
2022-03-26_2,2,Nicholas Cole Featuring Julian Vaughn,Feelings,2,1,10,2022-03-26
2022-03-26_3,3,Chris Standring,Change The World,1,1,10,2022-03-26
2022-03-26_4,4,Carol Albert,Fire & Water,9,4,8,2022-03-26
2022-03-26_5,5,Paul Hardcastle Featuring Rock Hendricks,Wavelength,5,5,5,2022-03-26
2022-03-26_6,6,Greg Manning Featuring Jimmy Reid,Be Strong,6,4,9,2022-03-26
2022-03-26_7,7,Paula Atherton,Keep It Comin',7,7,8,2022-03-26
2022-03-26_8,8,Judah Sealy,Stylish,3,1,20,2022-03-26
2022-03-26_9,9,Cal Harris Jr.,Bridges,8,8,10,2022-03-26
2022-03-26_10,10,Jeff Ryan Featuring Adam Hawley,New Day,11,4,19,2022-03-26
2022-03-26_11,11,Ryan La Valette,Let It Flow,30,11,4,2022-03-26
2022-03-26_12,12,Paul Brown Featuring Darren Rahn,Just Chillin',21,12,5,2022-03-26
2022-03-26_13,13,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,12,12,10,2022-03-26
2022-03-26_14,14,Vincent Ingala,Shadow Dancer,26,14,2,2022-03-26
2022-03-26_15,15,Gino Rosaria Featuring Judah Sealy,Ride Along,15,13,6,2022-03-26
2022-03-26_16,16,Lawson Rollins,Free To Fly,14,14,4,2022-03-26
2022-03-26_17,17,Adam Hawley,Gotta Get Up,22,17,3,2022-03-26
2022-03-26_18,18,JJ Sansaverino,Miami,17,14,7,2022-03-26
2022-03-26_19,19,Nelson Garcia,Rejoice,13,13,8,2022-03-26
2022-03-26_20,20,Rick Braun,Feet First,29,20,3,2022-03-26
2022-03-26_21,21,Gregory Goodloe,In Paradise,23,21,5,2022-03-26
2022-03-26_22,22,Jonathan Fritzen,Hammers Of Love,10,10,7,2022-03-26
2022-03-26_23,23,Will Donato,The Goddess,19,16,10,2022-03-26
2022-03-26_24,24,Tim Bowman Featuring Michael Broening,Movin' N Groovin,0,24,1,2022-03-26
2022-03-26_25,25,Kim Scott Featuring Blake Aaron,SHINE!,24,24,2,2022-03-26
2022-03-26_26,26,David Benoit,A Midnight Rendezvous,20,20,3,2022-03-26
2022-03-26_27,27,Michael J Thomas,The OG Bounce,0,27,1,2022-03-26
2022-03-26_28,28,Nick Colionne,What You Do To Me,0,28,1,2022-03-26
2022-03-26_29,29,"Phillip ""Doc"" Martin",The Doc Is In (The House),16,9,17,2022-03-26
2022-03-26_30,30,Hiroshima,Side Street,0,30,1,2022-03-26
2022-04-02_1,1,Oli Silk,Out To Lunch,1,1,9,2022-04-02
2022-04-02_2,2,Greg Manning Featuring Jimmy Reid,Be Strong,6,2,10,2022-04-02
2022-04-02_3,3,Chris Standring,Change The World,3,1,11,2022-04-02
2022-04-02_4,4,Paula Atherton,Keep It Comin',7,4,9,2022-04-02
2022-04-02_5,5,Paul Hardcastle Featuring Rock Hendricks,Wavelength,5,5,6,2022-04-02
2022-04-02_6,6,Carol Albert,Fire & Water,4,4,9,2022-04-02
2022-04-02_7,7,Cal Harris Jr.,Bridges,9,7,11,2022-04-02
2022-04-02_8,8,Ryan La Valette,Let It Flow,11,8,5,2022-04-02
2022-04-02_9,9,Vincent Ingala,Shadow Dancer,14,9,3,2022-04-02
2022-04-02_10,10,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,13,10,11,2022-04-02
2022-04-02_11,11,Nicholas Cole Featuring Julian Vaughn,Feelings,2,1,11,2022-04-02
2022-04-02_12,12,Gino Rosaria Featuring Judah Sealy,Ride Along,15,12,7,2022-04-02
2022-04-02_13,13,David Benoit,A Midnight Rendezvous,26,13,4,2022-04-02
2022-04-02_14,14,Paul Brown Featuring Darren Rahn,Just Chillin',12,12,6,2022-04-02
2022-04-02_15,15,Nick Colionne,What You Do To Me,28,15,2,2022-04-02
2022-04-02_16,16,Jeff Ryan Featuring Adam Hawley,New Day,10,4,20,2022-04-02
2022-04-02_17,17,Rick Braun,Feet First,20,17,4,2022-04-02
2022-04-02_18,18,Adam Hawley,Gotta Get Up,17,17,4,2022-04-02
2022-04-02_19,19,Lisa Addeo Featuring Ryan Montano,Deep Blue C,0,19,3,2022-04-02
2022-04-02_20,20,Lawson Rollins,Free To Fly,16,14,5,2022-04-02
2022-04-02_21,21,Jonathan Fritzen,Hammers Of Love,22,10,8,2022-04-02
2022-04-02_22,22,JJ Sansaverino,Miami,18,14,8,2022-04-02
2022-04-02_23,23,Kim Scott Featuring Blake Aaron,SHINE!,25,23,3,2022-04-02
2022-04-02_24,24,Nelson Garcia,Rejoice,19,13,9,2022-04-02
2022-04-02_25,25,Michael J Thomas,The OG Bounce,27,25,2,2022-04-02
2022-04-02_26,26,Tim Bowman Featuring Michael Broening,Movin' N Groovin,24,24,2,2022-04-02
2022-04-02_27,27,Hiroshima,Side Street,30,27,2,2022-04-02
2022-04-02_28,28,Gregory Goodloe,In Paradise,21,21,6,2022-04-02
2022-04-02_29,29,Julian Vaughn,Amore,0,29,1,2022-04-02
2022-04-02_30,30,Julian Vaughn,Take That,0,30,1,2022-04-02
2022-04-09_1,1,Paul Hardcastle Featuring Rock Hendricks,Wavelength,5,1,7,2022-04-09
2022-04-09_2,2,Greg Manning Featuring Jimmy Reid,Be Strong,2,2,11,2022-04-09
2022-04-09_3,3,Oli Silk,Out To Lunch,1,1,10,2022-04-09
2022-04-09_4,4,Ryan La Valette,Let It Flow,8,4,6,2022-04-09
2022-04-09_5,5,Carol Albert,Fire & Water,6,4,10,2022-04-09
2022-04-09_6,6,Vincent Ingala,Shadow Dancer,9,6,4,2022-04-09
2022-04-09_7,7,Paula Atherton,Keep It Comin',4,4,10,2022-04-09
2022-04-09_8,8,Cal Harris Jr.,Bridges,7,7,12,2022-04-09
2022-04-09_9,9,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,10,9,12,2022-04-09
2022-04-09_10,10,Chris Standring,Change The World,3,1,12,2022-04-09
2022-04-09_11,11,Nick Colionne,What You Do To Me,15,11,3,2022-04-09
2022-04-09_12,12,Gino Rosaria Featuring Judah Sealy,Ride Along,12,12,8,2022-04-09
2022-04-09_13,13,Rick Braun,Feet First,17,13,5,2022-04-09
2022-04-09_14,14,Lawson Rollins,Free To Fly,20,14,6,2022-04-09
2022-04-09_15,15,Adam Hawley,Gotta Get Up,18,15,5,2022-04-09
2022-04-09_16,16,Tim Bowman Featuring Michael Broening,Movin' N Groovin,26,16,3,2022-04-09
2022-04-09_17,17,Paul Brown Featuring Darren Rahn,Just Chillin',14,12,7,2022-04-09
2022-04-09_18,18,Jonathan Fritzen,Hammers Of Love,21,10,9,2022-04-09
2022-04-09_19,19,Lisa Addeo Featuring Ryan Montano,Deep Blue C,19,19,4,2022-04-09
2022-04-09_20,20,Nicholas Cole Featuring Julian Vaughn,Feelings,11,1,12,2022-04-09
2022-04-09_21,21,Hiroshima,Side Street,27,21,3,2022-04-09
2022-04-09_22,22,JJ Sansaverino,Miami,22,14,9,2022-04-09
2022-04-09_23,23,David Benoit,A Midnight Rendezvous,13,13,5,2022-04-09
2022-04-09_24,24,Kim Scott Featuring Blake Aaron,SHINE!,23,23,4,2022-04-09
2022-04-09_25,25,Gregory Goodloe,In Paradise,28,21,7,2022-04-09
2022-04-09_26,26,Michael J Thomas,The OG Bounce,25,25,3,2022-04-09
2022-04-09_27,27,Julian Vaughn,Amore,29,27,2,2022-04-09
2022-04-09_28,28,Julian Vaughn,Take That,30,28,2,2022-04-09
2022-04-09_29,29,Gerald Albright,G Wiggle,0,29,1,2022-04-09
2022-04-09_30,30,Norman Brown,Back At Ya,0,30,1,2022-04-09
2022-04-16_1,1,Ryan La Valette,Let It Flow,4,1,7,2022-04-16
2022-04-16_2,2,Greg Manning Featuring Jimmy Reid,Be Strong,2,2,12,2022-04-16
2022-04-16_3,3,Paul Hardcastle Featuring Rock Hendricks,Wavelength,1,1,8,2022-04-16
2022-04-16_4,4,Vincent Ingala,Shadow Dancer,6,4,5,2022-04-16
2022-04-16_5,5,Nick Colionne,What You Do To Me,11,5,4,2022-04-16
2022-04-16_6,6,Paula Atherton,Keep It Comin',7,4,11,2022-04-16
2022-04-16_7,7,Carol Albert,Fire & Water,5,4,11,2022-04-16
2022-04-16_8,8,Cal Harris Jr.,Bridges,8,7,13,2022-04-16
2022-04-16_9,9,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,9,9,13,2022-04-16
2022-04-16_10,10,Adam Hawley,Gotta Get Up,15,10,6,2022-04-16
2022-04-16_11,11,Rick Braun,Feet First,13,11,6,2022-04-16
2022-04-16_12,12,Oli Silk,Out To Lunch,3,1,11,2022-04-16
2022-04-16_13,13,Tim Bowman Featuring Michael Broening,Movin' N Groovin,16,13,4,2022-04-16
2022-04-16_14,14,Gino Rosaria Featuring Judah Sealy,Ride Along,12,12,9,2022-04-16
2022-04-16_15,15,Lisa Addeo Featuring Ryan Montano,Deep Blue C,19,15,5,2022-04-16
2022-04-16_16,16,Kim Scott Featuring Blake Aaron,SHINE!,24,16,5,2022-04-16
2022-04-16_17,17,Paul Brown Featuring Darren Rahn,Just Chillin',17,12,8,2022-04-16
2022-04-16_18,18,Lawson Rollins,Free To Fly,14,14,7,2022-04-16
2022-04-16_19,19,Chris Standring,Change The World,10,1,13,2022-04-16
2022-04-16_20,20,JJ Sansaverino,Miami,22,14,10,2022-04-16
2022-04-16_21,21,Hiroshima,Side Street,21,21,4,2022-04-16
2022-04-16_22,22,David Benoit,A Midnight Rendezvous,23,13,6,2022-04-16
2022-04-16_23,23,Gerald Albright,G Wiggle,29,23,2,2022-04-16
2022-04-16_24,24,Julian Vaughn,Amore,27,24,3,2022-04-16
2022-04-16_25,25,Jonathan Fritzen,Hammers Of Love,18,10,10,2022-04-16
2022-04-16_26,26,Gregory Goodloe,In Paradise,25,21,8,2022-04-16
2022-04-16_27,27,Norman Brown,Back At Ya,30,27,2,2022-04-16
2022-04-16_28,28,Nicholas Cole Featuring Julian Vaughn,Feelings,20,1,13,2022-04-16
2022-04-16_29,29,Julian Vaughn,Take That,28,28,3,2022-04-16
2022-04-16_30,30,Michael J Thomas,The OG Bounce,26,25,4,2022-04-16
2022-04-23_1,1,Nick Colionne,What You Do To Me,5,1,5,2022-04-23
2022-04-23_2,2,Vincent Ingala,Shadow Dancer,4,2,6,2022-04-23
2022-04-23_3,3,Ryan La Valette,Let It Flow,1,1,8,2022-04-23
2022-04-23_4,4,Greg Manning Featuring Jimmy Reid,Be Strong,2,2,13,2022-04-23
2022-04-23_5,5,Carol Albert,Fire & Water,7,4,12,2022-04-23
2022-04-23_6,6,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,9,6,14,2022-04-23
2022-04-23_7,7,Adam Hawley,Gotta Get Up,10,7,7,2022-04-23
2022-04-23_8,8,Paula Atherton,Keep It Comin',6,4,12,2022-04-23
2022-04-23_9,9,Cal Harris Jr.,Bridges,8,7,14,2022-04-23
2022-04-23_10,10,Paul Hardcastle Featuring Rock Hendricks,Wavelength,3,1,9,2022-04-23
2022-04-23_11,11,Rick Braun,Feet First,11,11,7,2022-04-23
2022-04-23_12,12,Gino Rosaria Featuring Judah Sealy,Ride Along,14,12,10,2022-04-23
2022-04-23_13,13,Tim Bowman Featuring Michael Broening,Movin' N Groovin,13,13,5,2022-04-23
2022-04-23_14,14,Gerald Albright,G Wiggle,23,14,3,2022-04-23
2022-04-23_15,15,Lawson Rollins,Free To Fly,18,14,8,2022-04-23
2022-04-23_16,16,Julian Vaughn,Take That,29,16,4,2022-04-23
2022-04-23_17,17,JJ Sansaverino,Miami,20,14,11,2022-04-23
2022-04-23_18,18,Lisa Addeo Featuring Ryan Montano,Deep Blue C,15,15,6,2022-04-23
2022-04-23_19,19,Kim Scott Featuring Blake Aaron,SHINE!,16,16,6,2022-04-23
2022-04-23_20,20,Paul Brown Featuring Darren Rahn,Just Chillin',17,12,9,2022-04-23
2022-04-23_21,21,Hiroshima,Side Street,21,21,5,2022-04-23
2022-04-23_22,22,David Benoit,A Midnight Rendezvous,22,13,7,2022-04-23
2022-04-23_23,23,Norman Brown,Back At Ya,27,23,3,2022-04-23
2022-04-23_24,24,Julian Vaughn,Amore,24,24,4,2022-04-23
2022-04-23_25,25,Oli Silk,Out To Lunch,12,1,12,2022-04-23
2022-04-23_26,26,Blake Aaron,Dreamland,0,26,1,2022-04-23
2022-04-23_27,27,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,0,27,1,2022-04-23
2022-04-23_28,28,Michael J Thomas,The OG Bounce,30,25,5,2022-04-23
2022-04-23_29,29,Gregory Goodloe,In Paradise,26,21,9,2022-04-23
2022-04-23_30,30,Eric Darius Featuring Justin Lee Schultz,That's My Jam,0,30,1,2022-04-23
2022-04-30_1,1,Nick Colionne,What You Do To Me,1,1,6,2022-04-30
2022-04-30_2,2,Vincent Ingala,Shadow Dancer,2,2,7,2022-04-30
2022-04-30_3,3,Ryan La Valette,Let It Flow,3,1,9,2022-04-30
2022-04-30_4,4,Adam Hawley,Gotta Get Up,7,4,8,2022-04-30
2022-04-30_5,5,Paula Atherton,Keep It Comin',8,4,13,2022-04-30
2022-04-30_6,6,Carol Albert,Fire & Water,5,4,13,2022-04-30
2022-04-30_7,7,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,6,6,15,2022-04-30
2022-04-30_8,8,Tim Bowman Featuring Michael Broening,Movin' N Groovin,13,8,6,2022-04-30
2022-04-30_9,9,Cal Harris Jr.,Bridges,9,7,15,2022-04-30
2022-04-30_10,10,Gerald Albright,G Wiggle,14,10,4,2022-04-30
2022-04-30_11,11,Rick Braun,Feet First,11,11,8,2022-04-30
2022-04-30_12,12,Julian Vaughn,Take That,16,12,5,2022-04-30
2022-04-30_13,13,Greg Manning Featuring Jimmy Reid,Be Strong,4,2,14,2022-04-30
2022-04-30_14,14,Lisa Addeo Featuring Ryan Montano,Deep Blue C,18,14,7,2022-04-30
2022-04-30_15,15,Paul Hardcastle Featuring Rock Hendricks,Wavelength,10,1,10,2022-04-30
2022-04-30_16,16,Kim Scott Featuring Blake Aaron,SHINE!,19,16,7,2022-04-30
2022-04-30_17,17,Gino Rosaria Featuring Judah Sealy,Ride Along,12,12,11,2022-04-30
2022-04-30_18,18,Norman Brown,Back At Ya,23,18,4,2022-04-30
2022-04-30_19,19,Paul Brown Featuring Darren Rahn,Just Chillin',20,12,10,2022-04-30
2022-04-30_20,20,Lawson Rollins,Free To Fly,15,14,9,2022-04-30
2022-04-30_21,21,Hiroshima,Side Street,21,21,6,2022-04-30
