rank,weeks_hindex,peak_hindex,integrated_hindex,total_songs,artist
10125,1,1,1.00,1,"Mooski"
10126,1,1,1.00,1,"Elle King & Miranda Lambert"
10127,1,1,1.00,1,"Lil Baby Featuring EST Gee"
10128,1,1,1.00,1,"Maroon 5 Featuring Megan Thee Stallion"
10129,1,1,0.00,1,"Juice WRLD, Clever & Post Malone"
10130,1,1,1.00,1,"Nelly & Florida Georgia Line"
10131,1,1,0.00,1,"NF Featuring Hopsin"
10132,1,1,0.00,1,"Machine Gun Kelly & CORPSE"
10133,1,1,1.00,1,"Justin Bieber Featuring Daniel Caesar & Giveon"
10134,1,1,1.00,1,"Lil Tjay, Polo G & Fivio Foreign"
10135,1,1,1.00,1,"Justin Bieber Featuring Khalid"
10136,1,1,0.00,1,"Justin Bieber Featuring The Kid LAROI"
10137,1,1,0.00,1,"Justin Bieber Featuring Dominic Fike"
10138,1,1,0.00,1,"Justin Bieber Featuring BEAM"
10139,1,1,0.00,1,"Justin Bieber Featuring Burna Boy"
10140,1,1,1.00,1,"Chris Young + Kane Brown"
10141,1,1,1.00,1,"Rod Wave Featuring Polo G"
10142,1,1,1.00,1,"Moneybagg Yo & Future"
10143,1,1,0.00,1,"Taylor Swift Featuring Maren Morris"
10144,1,1,0.00,1,"Coi Leray & Pooh Shiesty"
10145,1,1,1.00,1,"Lil Tjay Featuring Offset & Moneybagg Yo"
10146,1,1,0.00,1,"Demi Lovato Featuring Ariana Grande"
10147,1,1,1.00,1,"42 Dugg & Roddy Ricch"
10148,1,1,1.00,1,"Duncan Laurence"
10149,1,1,1.00,1,"Doja Cat Featuring SZA"
10150,1,1,1.00,1,"Young Thug & Gunna Featuring Drake"
10151,1,1,1.00,1,"Young Thug & Gunna"
10152,1,1,0.00,1,"Young Thug & Gunna Featuring Travis Scott"
10153,1,1,0.00,1,"Young Thug Featuring Lil Uzi Vert & Yung Kayo"
10154,1,1,0.00,1,"Young Thug Featuring Rowdy Rebel"
10155,1,1,0.00,1,"Young Thug & Gunna Featuring Lil Baby & YTB Trench"
10156,1,1,1.00,1,"Ryan Hurd With Maren Morris"
10157,1,1,1.00,1,"Moneybagg Yo Featuring BIG30"
10158,1,0,0.00,1,"Young Thug & Gunna Featuring Yak Gotti & Lil Duke"
10159,1,1,1.00,1,"Gera MX + Christian Nodal"
10160,1,1,1.00,1,"H.E.R. Featuring Chris Brown"
10161,1,1,0.00,1,"Moneybagg Yo Featuring Polo G & Lil Durk"
10162,1,1,1.00,1,"DJ Khaled Featuring Lil Baby & Lil Durk"
10163,1,1,0.00,1,"DJ Khaled Featuring Nas, JAY-Z & James Fauntleroy"
10164,1,1,1.00,1,"DJ Khaled Featuring Post Malone, Megan Thee Stallion, Lil Baby & DaBaby"
10165,1,1,0.00,1,"DJ Khaled Featuring Justin Bieber & 21 Savage"
10166,1,1,0.00,1,"Joyner Lucas & Lil Baby"
10167,1,1,0.00,1,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch"
10168,1,1,0.00,1,"DJ Khaled Featuring Cardi B"
10169,1,1,0.00,1,"Baby Keem & Travis Scott"
10170,1,1,0.00,1,"Cico P"
10171,1,0,0.00,1,"DJ Khaled Featuring Lil Wayne & Jeremih"
10172,1,1,1.00,1,"Trippie Redd & Playboi Carti"
10173,1,1,1.00,1,"J. Cole, 21 Savage & Morray"
10174,1,1,1.00,1,"J. Cole & Lil Baby"
10175,1,1,1.00,1,"J. Cole, Bas & 6LACK"
10176,1,1,1.00,1,"Bella Poarch"
10177,1,1,0.00,1,"Internet Money, Don Toliver & Lil Uzi Vert Featuring Gunna"
10178,1,0,0.00,1,"Nicki Minaj & Skillibeng"
10179,1,1,1.00,1,"Polo G & Lil Wayne"
10180,1,1,1.00,1,"42 Dugg Featuring Future"
10181,1,1,1.00,1,"Marshmello X Jonas Brothers"
10182,1,1,0.00,1,"A Boogie Wit da Hoodie Featuring Lil Durk"
10183,1,1,0.00,1,"Eminem Featuring Jack Harlow & Cordae"
10184,1,1,1.00,1,"Cochise & $NOT"
10185,1,1,1.00,1,"Chase Rice Featuring Florida Georgia Line"
10186,1,1,0.00,1,"MO3 X OG Bobby Billions"
10187,1,1,1.00,1,"Lil Baby, Lil Durk & Travis Scott"
10188,1,1,1.00,1,"Lil Baby, Lil Durk & Meek Mill"
10189,1,1,0.00,1,"Lil Baby, Lil Durk & Rod Wave"
10190,1,1,0.00,1,"Lil Baby, Lil Durk & Young Thug"
10191,1,1,1.00,1,"Polo G Featuring The Kid LAROI & Lil Durk"
10192,1,1,0.00,1,"Migos Featuring Polo G"
10193,1,1,0.00,1,"Migos & Cardi B"
10194,1,1,0.00,1,"Polo G Featuring Pop Smoke & Fivio Foreign"
10195,1,1,0.00,1,"Polo G Featuring Rod Wave"
10196,1,1,0.00,1,"Polo G Featuring DaBaby"
10197,1,1,0.00,1,"Polo G Featuring G Herbo"
10198,1,1,1.00,1,"Willow Featuring Travis Barker"
10199,1,1,1.00,1,"Los Legendarios, Wisin & Jhay Cortez"
10200,1,1,1.00,1,"Regard x Troye Sivan x Tate McRae"
10201,1,1,0.00,1,"Tate McRae X Khalid"
10202,1,1,1.00,1,"Elvie Shane"
10203,1,1,1.00,1,"Doja Cat & The Weeknd"
10204,1,1,1.00,1,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign"
10205,1,1,1.00,1,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams"
10206,1,1,1.00,1,"Nio Garcia X J Balvin X Bad Bunny"
10207,1,1,0.00,1,"Tyler, The Creator Featuring 42 Dugg"
10208,1,1,0.00,1,"Tyler, The Creator Featuring Lil Wayne"
10209,1,1,0.00,1,"Doja Cat Featuring Ariana Grande"
10210,1,1,0.00,1,"Tyler, The Creator Featuring DJ Drama"
10211,1,1,0.00,1,"Tyler, The Creator Featuring Brent Faiyaz & Fana Hues"
10212,1,1,1.00,1,"Maneskin"
10213,1,1,0.00,1,"Tyler, The Creator Featuring Domo Genesis"
10214,1,0,0.00,1,"Tyler, The Creator Featuring Daisy World"
10215,1,1,1.00,1,"Aaron Lewis"
10216,1,1,1.00,1,"Brent Faiyaz Featuring Drake"
10217,1,1,0.00,1,"Big Red Machine Featuring Taylor Swift"
10218,1,1,0.00,1,"G Herbo Featuring Polo G & Lil Tjay"
10219,1,1,1.00,1,"Wizkid Featuring Justin Bieber & Tems"
10220,1,1,1.00,1,"Tai Verdes"
10221,1,1,1.00,1,"Jameson Rodgers Featuring Luke Combs"
10222,1,1,1.00,1,"The Kid LAROI & Justin Bieber"
10223,1,1,1.00,1,"BIA Featuring Nicki Minaj"
10224,1,1,1.00,1,"Kane Brown X blackbear"
10225,1,1,0.00,1,"Bas With J. Cole & Lil TJay"
10226,1,1,0.00,1,"Mora, Bad Bunny & Sech"
10227,1,1,1.00,1,"Normani Featuring Cardi B"
10228,1,1,0.00,1,"Pop Smoke Featuring Kanye West & Pusha T"
10229,1,1,1.00,1,"Trippie Redd Featuring Lil Uzi Vert"
10230,1,1,0.00,1,"Pop Smoke Featuring 21 Savage & 42 Dugg"
10231,1,1,1.00,1,"Pop Smoke Featuring Chris Brown"
10232,1,1,0.00,1,"Pop Smoke Featuring Future"
10233,1,1,0.00,1,"Pop Smoke Featuring Rick Ross & The-Dream"
10234,1,1,0.00,1,"Pop Smoke Featuring Dua Lipa"
10235,1,0,0.00,1,"Pop Smoke Featuring Bizzy Banks"
10236,1,1,1.00,1,"Lil Nas X & Jack Harlow"
10237,1,1,1.00,1,"Jason Aldean & Carrie Underwood"
10238,1,1,1.00,1,"The Kid LAROI Featuring Polo G & Stunna Gambino"
10239,1,1,1.00,1,"Smiley Featuring Drake"
10240,1,1,0.00,1,"Belly, The Weeknd & Young Thug"
10241,1,1,0.00,1,"EST Gee"
10242,1,1,0.00,1,"EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez"
10243,1,0,0.00,1,"The Kid LAROI Featuring Mustard"
10244,1,1,1.00,1,"Aventura x Bad Bunny"
10245,1,1,1.00,1,"Yung Bleu, Chris Brown & 2 Chainz"
10246,1,1,1.00,1,"Capella Grey"
10247,1,0,0.00,1,"Isaiah Rashad Featuring Lil Uzi Vert"
10248,1,1,0.00,1,"Jack Harlow & Pooh Shiesty"
10249,1,1,0.00,1,"Nas Featuring Eminem & EPMD"
10250,1,1,0.00,1,"Lil Tecca & Gunna"
10251,1,1,1.00,1,"Jordan Davis Featuring Luke Bryan"
10252,1,1,0.00,1,"KSI x Lil Wayne"
10253,1,1,0.00,1,"Nessa Barrett"
10254,1,1,1.00,1,"Lizzo Featuring Cardi B"
10255,1,1,0.00,1,"Sueco"
10256,1,1,0.00,1,"YNW Melly Featuring Lil Uzi Vert"
10257,1,1,1.00,1,"Elton John & Dua Lipa"
10258,1,1,1.00,1,"Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter"
10259,1,1,0.00,1,"T-Pain & Kehlani"
10260,1,1,1.00,1,"Shawn Mendes & Tainy"
10261,1,1,0.00,1,"Trippie Redd Featuring Lil Durk & Polo G"
10262,1,1,0.00,1,"Rod Wave Featuring Lil Durk"
10263,1,1,0.00,1,"Trippie Redd Featuring Drake"
10264,1,1,0.00,1,"Skrillex, Justin Bieber & Don Toliver"
10265,1,1,0.00,1,"Trippie Redd Featuring SoFaygo"
10266,1,1,0.00,1,"Rod Wave Featuring Kodak Black"
10267,1,1,0.00,1,"Trippie Redd Featuring XXXTENTACION"
10268,1,1,0.00,1,"Trippie Redd Featuring Ski Mask The Slump God"
10269,1,1,1.00,1,"Meek Mill Featuring Lil Baby & Lil Durk"
10270,1,1,0.00,1,"J Balvin & Skrillex"
10271,1,1,1.00,1,"Drake Featuring Future & Young Thug"
10272,1,1,1.00,1,"Drake Featuring Travis Scott"
10273,1,1,1.00,1,"Drake Featuring 21 Savage & Project Pat"
10274,1,1,1.00,1,"Drake Featuring Lil Durk & Giveon"
10275,1,1,1.00,1,"Drake Featuring Kid Cudi"
10276,1,1,1.00,1,"Drake & Yebba"
10277,1,1,1.00,1,"Drake Featuring Lil Wayne & Rick Ross"
10278,1,1,1.00,1,"Drake Featuring Tems"
10279,1,1,1.00,1,"Drake Featuring Ty Dolla $ign"
10280,1,1,0.00,1,"Meek Mill Featuring Lil Uzi Vert"
10281,1,1,1.00,1,"THE ANXIETY: WILLOW & Tyler Cole"
10282,1,1,0.00,1,"DaBaby X Lil Wayne"
10283,1,1,0.00,1,"Lil Nas X Featuring Doja Cat"
10284,1,1,0.00,1,"Lil Nas X Featuring Megan Thee Stallion"
10285,1,1,1.00,1,"CKay"
10286,1,1,0.00,1,"Lil Nas X Featuring Elton John"
10287,1,1,0.00,1,"Lil Nas X Featuring Miley Cyrus"
10288,1,1,1.00,1,"Coldplay x BTS"
10289,1,1,1.00,1,"Joyner Lucas & J. Cole"
10290,1,1,1.00,1,"Gunna & Future"
10291,1,1,1.00,1,"Blxst & Tyga Featuring Ty Dolla $ign"
10292,1,1,0.00,1,"Meek Mill Featuring Moneybagg Yo"
10293,1,1,1.00,1,"Eslabon Armado Featuring DannyLux"
10294,1,1,0.00,1,"Skylar Grey, Polo G, Mozzy & Eminem"
10295,1,1,0.00,1,"Meek Mill Featuring A$AP Ferg"
10296,1,1,0.00,1,"Lil Wayne Featuring Rich The Kid"
10297,1,1,0.00,1,"Meek Mill Featuring Kehlani"
10298,1,1,1.00,1,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
10299,1,1,1.00,1,"Tainy, Bad Bunny & Julieta Venegas"
10300,1,1,1.00,1,"RealestK"
10301,1,1,1.00,1,"Jimmie Allen & Brad Paisley"
10302,1,1,0.00,1,"Oliver Tree"
10303,1,1,0.00,1,"Priscilla Block"
10304,1,1,1.00,1,"Young Thug With Drake & Travis Scott"
10305,1,1,1.00,1,"Loza Alexander"
10306,1,1,1.00,1,"Summer Walker & JT"
10307,1,1,1.00,1,"NEIKED X Mae Muller X Polo G"
10308,1,1,0.00,1,"Young Thug With Post Malone & A$AP Rocky"
10309,1,1,0.00,1,"Young Thug With J. Cole & T-Shyne"
10310,1,1,0.00,1,"Young Thug With Juice WRLD"
10311,1,1,0.00,1,"Coldplay X Selena Gomez"
10312,1,1,0.00,1,"Grupo Firme"
10313,1,1,0.00,1,"Young Thug With Future & BSlime"
10314,1,1,1.00,1,"Swedish House Mafia & The Weeknd"
10315,1,1,1.00,1,"Bryson Gray Featuring Tyson James & Chandler Crump"
10316,1,1,0.00,1,"Lil Tjay, Fivio Foreign & Kay Flock"
10317,1,1,0.00,1,"Moneybagg Yo Featuring Lil Durk & EST Gee"
10318,1,1,1.00,1,"Wale Featuring J. Cole"
10319,1,1,1.00,1,"Kelsea Ballerini Featuring Kenny Chesney"
10320,1,1,0.00,1,"Yung Miami"
10321,1,1,1.00,1,"Post Malone & The Weeknd"
10322,1,1,1.00,1,"Summer Walker & SZA"
10323,1,1,0.00,1,"Summer Walker & Cardi B"
10324,1,1,0.00,1,"Summer Walker Featuring Lil Durk"
10325,1,1,0.00,1,"Summer Walker & Ari Lennox"
10326,1,1,0.00,1,"Summer Walker & Omarion"
10327,1,1,0.00,1,"Summer Walker, Pharrell Williams & The Neptunes"
10328,1,1,0.00,1,"Amaarae & Moliy Featuring Kali Uchis"
10329,1,1,0.00,1,"NLE Choppa Featuring Polo G"
10330,1,1,1.00,1,"Taylor Swift Featuring Chris Stapleton"
10331,1,1,0.00,1,"Taylor Swift Featuring Phoebe Bridgers"
10332,1,1,0.00,1,"Taylor Swift Featuring Gary Lightbody Of Snow Patrol"
10333,1,1,0.00,1,"Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins"
10334,1,0,0.00,1,"Rosalia Featuring The Weeknd"
10335,1,1,1.00,1,"GAYLE"
10336,1,1,0.00,1,"Adele With Erroll Garner"
10337,1,1,0.00,1,"State Of Mine & Drew Jacobs"
10338,1,1,1.00,1,"Imagine Dragons X JID"
10339,1,1,1.00,1,"Juice WRLD & Justin Bieber"
10340,1,1,1.00,1,"Ed Sheeran & Elton John"
10341,1,1,1.00,1,"Nardo Wick, Lil Baby & Future"
10342,1,1,0.00,1,"Polo G Featuring Moneybagg Yo"
10343,1,1,0.00,1,"Juice WRLD & SUGA"
10344,1,1,1.00,1,"Eartha Kitt With Henri Rene And His Orchestra"
10345,1,1,0.00,1,"Juice WRLD, Polo G & Trippie Redd"
10346,1,1,0.00,1,"Roddy Ricch Featuring Lil Baby"
10347,1,1,0.00,1,"Roddy Ricch Featuring Kodak Black & 21 Savage"
10348,1,1,1.00,1,"Acraze Featuring Cherish"
10349,1,1,1.00,1,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
10350,1,1,1.00,1,"Jessica Darrow"
10351,1,1,0.00,1,"Emmy Meli"
10352,1,1,1.00,1,"Ari Lennox"
10353,1,1,1.00,1,"Dierks Bentley, BRELAND & HARDY"
10354,1,1,1.00,1,"Stephanie Beatriz, Olga Merediz & Encanto Cast"
10355,1,1,1.00,1,"Diane Guerrero & Stephanie Beatriz"
10356,1,1,1.00,1,"ERNEST Featuring Morgan Wallen"
10357,1,1,1.00,1,"Stephanie Beatriz"
10358,1,1,1.00,1,"Sebastian Yatra"
10359,1,1,0.00,1,"YoungBoy Never Broke Again & Birdman"
10360,1,1,1.00,1,"The Walters"
10361,1,1,1.00,1,"Carly Pearce & Ashley McBryde"
10362,1,1,1.00,1,"Gunna & Future Featuring Young Thug"
10363,1,1,1.00,1,"Gunna & 21 Savage"
10364,1,1,0.00,1,"Gunna Featuring Kodak Black"
10365,1,1,0.00,1,"The Weeknd Featuring Tyler, The Creator"
10366,1,1,0.00,1,"Gunna Featuring G Herbo"
10367,1,1,0.00,1,"The Weeknd Featuring Lil Wayne"
10368,1,1,0.00,1,"Gunna & Chloe"
10369,1,1,0.00,1,"Gunna & Chris Brown Featuring Yung Bleu"
10370,1,1,1.00,1,"Gunna Featuring Drake"
10371,1,1,1.00,1,"The Game & Kanye West"
10372,1,1,1.00,1,"Cole Swindell / Lainey Wilson"
10373,1,1,1.00,1,"JID Featuring 21 Savage & Baby Tate"
10374,1,1,1.00,1,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast"
10375,1,1,0.00,1,"Internet Money Featuring YoungBoy Never Broke Again"
10376,1,1,1.00,1,"Yung Bleu & Kehlani"
10377,1,1,1.00,1,"Gucci Mane Featuring Lil Durk"
10378,1,1,0.00,1,"Benny The Butcher & J. Cole"
10379,1,1,1.00,1,"Fireboy DML & Ed Sheeran"
10380,1,1,1.00,1,"Em Beihold"
10381,1,1,0.00,1,"Jaymes Young"
10382,1,1,1.00,1,"Tiesto & Ava Max"
10383,1,0,0.00,1,"Carlos Vives"
10384,1,1,1.00,1,"King Von & 21 Savage"
10385,1,1,0.00,1,"YG Featuring J. Cole & Moneybagg Yo"
10386,1,1,0.00,1,"Machine Gun Kelly & WILLOW"
10387,1,1,0.00,1,"$NOT & A$AP Rocky"
10388,1,1,0.00,1,"Queen Naija & Big Sean"
10389,1,1,0.00,1,"Alesso / Katy Perry"
10390,1,1,1.00,1,"Becky G X Karol G"
10391,1,1,1.00,1,"Ed Sheeran Featuring Taylor Swift"
10392,1,1,1.00,1,"Fivio Foreign, Kanye West & Alicia Keys"
10393,1,1,0.00,1,"Saweetie Featuring H.E.R."
10394,1,1,1.00,1,"Tyga X Doja Cat"
10395,1,1,1.00,1,"Labrinth & Zendaya"
10396,1,1,1.00,1,"JNR CHOI & Sam Tompkins"
10397,1,1,0.00,1,"Lil Shordie Scott"
10398,1,1,1.00,1,"Camila Cabello Featuring Ed Sheeran"
10399,1,1,1.00,1,"Russ Featuring Ktlyn"
10400,1,1,0.00,1,"Machine Gun Kelly & Lil Wayne"
10401,1,1,0.00,1,"DaBaby & YoungBoy Never Broke Again"
10402,1,1,0.00,1,"King Von Featuring G Herbo"
10403,1,1,0.00,1,"King Von Featuring Fivio Foreign"
10404,1,1,0.00,1,"King Von & Lil Durk"
10405,1,0,0.00,1,"King Von Featuring Moneybagg Yo"
10406,1,1,1.00,1,"Megan Thee Stallion & Dua Lipa"
10407,1,1,1.00,1,"Lil Durk Featuring Gunna"
10408,1,1,1.00,1,"Kevin Gates Featuring Juicy J"
10409,1,1,0.00,1,"Lil Durk Featuring Summer Walker"
10410,1,1,1.00,1,"Coi Leray & Nicki Minaj"
10411,1,1,1.00,1,"4*TOWN (From Disney And Pixar's Turning Red)"
10412,1,1,0.00,1,"AnnenMayKantereit & Giant Rooks"
10413,1,1,0.00,1,"Machine Gun Kelly & Bring Me The Horizon"
10414,1,1,1.00,1,"Lucky Daye"
10415,1,1,1.00,1,"Russell Dickerson & Jake Scott"
10416,1,0,0.00,1,"BoyWithUke X blackbear"
10417,1,1,1.00,1,"Yahritza y Su Esencia"
10418,1,1,0.00,1,"Nicki Minaj & Fivio Foreign"
10419,1,1,0.00,1,"Daddy Yankee & Bad Bunny"
10420,1,1,1.00,1,"Anitta"
10421,1,1,0.00,1,"J Balvin & Ed Sheeran"
10422,1,1,0.00,1,"JID & J. Cole Featuring Kenny Mason & Sheck Wes"
10423,1,1,0.00,1,"Gucci Mane Featuring Key Glock & Young Dolph"
10424,1,1,0.00,1,"Rauw Alejandro & Chencho Corleone"
10425,1,1,0.00,1,"BIA Featuring J. Cole"
10426,1,1,0.00,1,"Camila Cabello Featuring WILLOW"
10427,1,1,0.00,1,"42 Dugg & EST Gee"
10428,1,1,0.00,1,"Pusha T Featuring JAY-Z & Pharrell Williams"
10429,1,0,0.00,1,"BRELAND Featuring Thomas Rhett"
10430,1,1,1.00,1,"Kay Flock, Cardi B, Dougie B & Bory300"
10431,1,1,1.00,1,"Ed Sheeran Featuring Lil Baby"
10432,1,1,0.00,1,"Southside, Travis Scott & Future"
10433,1,1,0.00,1,"Pusha T Featuring Lil Uzi Vert & Don Toliver"
10434,1,1,0.00,1,"Pusha T Featuring Kanye West & Kid Cudi"
10435,1,1,1.00,1,"Future Featuring Drake & Tems"
10436,1,1,0.00,1,"Future Featuring Gunna & Young Thug"
10437,1,1,0.00,1,"Future Featuring EST Gee"
10438,1,1,0.00,1,"Future Featuring Kodak Black"
10439,1,1,1.00,1,"Justin Bieber & Don Toliver"
10440,1,1,0.00,1,"PSY Featuring SUGA"
10441,1,1,1.00,1,"Bad Bunny & Chencho Corleone"
10442,1,1,1.00,1,"Bad Bunny & Rauw Alejandro"
10443,1,1,1.00,1,"Jack Harlow Featuring Drake"
10444,1,1,1.00,1,"Bad Bunny & Bomba Estereo"
10445,1,1,1.00,1,"Bad Bunny & Tony Dize"
10446,1,1,1.00,1,"Bad Bunny & The Marias"
10447,1,1,1.00,1,"Bad Bunny & Buscabulla"
10448,1,0,0.00,1,"Jack Harlow Featuring Lil Wayne"
10449,1,1,1.00,1,"Kendrick Lamar, Blxst & Amanda Reifer"
10450,1,1,1.00,1,"Kendrick Lamar & Kodak Black"
10451,1,1,1.00,1,"Kendrick Lamar Featuring Sampha"
10452,1,1,1.00,1,"Kendrick Lamar & Taylour Paige"
10453,1,1,0.00,1,"Kendrick Lamar, Summer Walker & Ghostface Killah"
10454,1,1,1.00,1,"Kendrick Lamar, Baby Keem, & Sam Dew"
10455,1,1,1.00,1,"Post Malone Featuring Roddy Ricch"
10456,1,1,0.00,1,"Kendrick Lamar & Tanna Leone"
10457,1,1,0.00,1,"Kendrick Lamar Featuring Beth Gibbons"
10458,1,1,1.00,1,"Quavo & Takeoff"
10459,1,1,1.00,1,"Kanye West & XXXTENTACION"
10460,1,1,1.00,1,"SleazyWorld Go Featuring Lil Baby"
10461,1,1,1.00,1,"Sleepy Hallow Featuring 347aidan"
10462,1,1,0.00,1,"Calvin Harris, Dua Lipa & Young Thug"
10463,1,1,1.00,1,"Nicky Youre & dazy"
10464,1,1,1.00,1,"Hitkidd & GloRilla"
10465,1,1,1.00,1,"Stephen Sanchez"
10466,1,1,1.00,1,"Post Malone Featuring Doja Cat"
10467,1,1,0.00,1,"Post Malone Featuring Gunna"
10468,1,1,0.00,1,"Post Malone Featuring The Kid LAROI"
10469,1,1,0.00,1,"Post Malone Featuring Fleet Foxes"
10470,1,1,1.00,1,"Shakira & Rauw Alejandro"
10471,1,1,1.00,1,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator"
10472,1,1,1.00,1,"Lil Baby, 42 Dugg & Veeze"
10473,1,1,1.00,1,"Charlie Puth Featuring Jung Kook"
10474,1,1,0.00,1,"Lil Nas X & Youngboy Never Broke Again"
10475,1,1,0.00,1,"Eminem & Snoop Dogg"
10476,1,1,0.00,1,"Chris Brown Featuring WizKid"
10477,1,1,0.00,1,"Chris Brown Featuring Jack Harlow"
10478,1,1,0.00,1,"Lil Durk Featuring EST Gee"
10479,1,1,0.00,1,"Chris Brown Featuring Lil Baby"
10480,1,1,0.00,1,"Lil Durk Featuring Doodie Lo"
10481,1,0,0.00,1,"Chris Brown Featuring Lil Wayne & BLEU"
10482,1,1,1.00,1,"Cardi B, Ye & Lil Durk"
10483,1,1,1.00,1,"City Girls & Usher"
10484,1,1,1.00,1,"Ingrid Andress With Sam Hunt"
10485,1,1,1.00,1,"Marshmello & Khalid"
10486,1,1,1.00,1,"Yung Gravy"
10487,1,1,0.00,1,"Brent Faiyaz Featuring Alicia Keys"
10488,1,0,0.00,1,"Brent Faiyaz Featuring Joony"
10489,1,1,0.00,1,"Chris Young With Mitchell Tenpenny"
10490,1,1,0.00,1,"Megan Thee Stallion Featuring Future"
10491,1,1,0.00,1,"Russ & Ed Sheeran"
10492,1,1,1.00,1,"Bizarrap & Quevedo"
10493,1,1,1.00,1,"Beyonce Featuring BEAM"
10494,1,1,1.00,1,"NAV, Travis Scott & Lil Baby"
10495,1,1,0.00,1,"Beyonce Featuring Grace Jones & Tems"
10496,1,1,1.00,1,"Jax"
10497,1,1,1.00,1,"Nardo Wick"
10498,1,1,1.00,1,"DJ Khaled Featuring Drake & Lil Baby"
10499,1,1,1.00,1,"benny blanco, BTS & Snoop Dogg"
10500,1,1,0.00,1,"YoungBoy Never Broke Again Featuring Rod Wave"
10501,1,1,0.00,1,"Trippie Redd, Moneybagg Yo & Offset"
10502,1,1,1.00,1,"Rosalia"
10503,1,1,1.00,1,"Rod Wave Featuring Jack Harlow"
10504,1,1,0.00,1,"Megan Thee Stallion Featuring Key Glock"
10505,1,1,0.00,1,"Megan Thee Stallion Featuring Latto"
10506,1,1,1.00,1,"Thomas Rhett Featuring Riley Green"
10507,1,1,1.00,1,"Rosa Linn"
10508,1,1,1.00,1,"Manuel Turizo"
10509,1,1,1.00,1,"Elton John & Britney Spears"
10510,1,1,1.00,1,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy"
10511,1,1,1.00,1,"DJ Khaled Featuring Future & SZA"
10512,1,1,0.00,1,"DJ Khaled Featuring Future & Lil Baby"
10513,1,1,1.00,1,"Karol G x Maldy"
10514,1,1,0.00,1,"DJ Khaled Featuring Kanye West & Eminem"
10515,1,1,0.00,1,"DJ Khaled Featuring Juice WRLD"
10516,1,1,0.00,1,"DJ Khaled Featuring Lil Durk, 21 Savage & Roddy Ricch"
10517,1,1,0.00,1,"DJ Khaled Featuring Quavo & Takeoff"
10518,1,1,1.00,1,"JVKE"
10519,1,1,0.00,1,"DJ Khaled Featuring Nardo Wick & Kodak Black"
10520,1,1,1.00,1,"David Guetta & Bebe Rexha"
10521,1,1,0.00,1,"DJ Khaled Featuring Don Toliver & Travis Scott"
10522,1,1,1.00,1,"HARDY Featuring Lainey Wilson"
10523,1,1,1.00,1,"Rema & Selena Gomez"
10524,1,1,1.00,1,"Armani White"
10525,1,0,0.00,1,"Romeo Santos & Justin Timberlake"
10526,1,1,1.00,1,"Kane Brown With Katelyn Brown"
10527,1,1,0.00,1,"Yeat Featuring Lil Uzi Vert"
10528,1,1,0.00,1,"Ghost"
10529,1,1,1.00,1,"Omar Apollo"
10530,1,1,0.00,1,"BLEU & Nicki Minaj"
10531,1,0,0.00,1,"EST Gee Featuring Jack Harlow"
10532,1,1,1.00,1,"Sam Smith & Kim Petras"
10533,1,1,1.00,1,"GloRilla & Cardi B"
10534,1,1,1.00,1,"Grupo Frontera"
10535,1,1,0.00,1,"Diddy & Bryson Tiller"
10536,1,1,0.00,1,"Quavo, Takeoff & YoungBoy Never Broke Again"
10537,1,1,0.00,1,"Rauw Alejandro, Lyanno & Brray"
10538,1,1,1.00,1,"Lil Baby Featuring Fridayy"
10539,1,1,1.00,1,"Lil Baby & Nardo Wick"
10540,1,1,0.00,1,"Marshmello & Juice WRLD"
10541,1,1,0.00,1,"Lil Baby & Rylo Rodriguez"
10542,1,1,0.00,1,"Lil Baby Featuring Pooh Shiesty"
10543,1,1,0.00,1,"Lil Baby & EST Gee"
10544,1,1,0.00,1,"Lil Baby Featuring Jeremih"
10545,1,1,1.00,1,"Taylor Swift Featuring Lana Del Rey"
10546,1,1,1.00,1,"Shakira + Ozuna"
10547,1,1,1.00,1,"Oliver Tree & Robin Schulz"
10548,1,1,0.00,1,"Trippie Redd & Don Toliver"
10549,1,1,1.00,1,"Drake & 21 Savage Featuring Travis Scott"
10550,1,1,0.00,1,"Pharrell Williams & Travis Scott"
10551,1,1,1.00,1,"Metro Boomin, The Weeknd & 21 Savage"
10552,1,1,1.00,1,"Metro Boomin, Future & Chris Brown"
10553,1,1,1.00,1,"Metro Boomin Featuring Don Toliver & Future"
10554,1,1,1.00,1,"Metro Boomin, 21 Savage & Young Nudy"
10555,1,1,1.00,1,"Metro Boomin, Travis Scott & 21 Savage"
10556,1,1,1.00,1,"Metro Boomin & Travis Scott"
